lat,lng
52.398437,4.728581
52.448011,4.816706
52.478871,4.579343
52.4744,4.6288
52.489303,4.640531
52.334003,4.774006
52.56359,4.8617
52.493992,4.601986
52.358039,4.8997
52.393972,4.870157
52.359714,4.866208
52.389983,4.887811
52.381331,4.845233
52.80342,5.048975
